Date3,DSG(30 year)
1995-04-30,7.360124999999999
1995-05-31,6.938695652173913
1995-06-30,6.573181818181819
1995-07-31,6.716190476190476
1995-08-31,6.860434782608695
1995-09-30,6.550476190476191
1995-10-31,6.377272727272728
1995-11-30,6.262954545454545
1995-12-31,6.0616666666666665
1996-01-31,6.050652173913043
1996-02-29,6.247142857142857
1996-03-31,6.604285714285714
1996-04-30,6.794090909090909
1996-05-31,6.924239130434782
1996-06-30,7.059
1996-07-31,7.034565217391305
1996-08-31,6.841818181818183
1996-09-30,7.028809523809524
1996-10-31,6.810326086956521
1996-11-30,6.4765476190476186
1996-12-31,6.554090909090909
1997-01-31,6.819673913043478
1997-02-28,6.680750000000001
1997-03-31,6.9401190476190475
1997-04-30,7.092727272727273
1997-05-31,6.939545454545454
1997-06-30,6.772380952380952
1997-07-31,6.514673913043478
1997-08-31,6.578571428571429
1997-09-30,6.499431818181819
1997-10-31,6.328695652173913
1997-11-30,6.108
1997-12-31,5.986304347826087
1998-01-31,5.815454545454545
1998-02-28,5.887125
1998-03-31,5.948181818181819
1998-04-30,5.9225
1998-05-31,5.923452380952381
1998-06-30,5.703636363636364
1998-07-31,5.673152173913043
1998-08-31,5.54047619047619
1998-09-30,5.210340909090909
1998-10-31,5.014886363636363
1998-11-30,5.24547619047619
1998-12-31,5.065869565217391
1999-01-31,5.154047619047619
1999-02-28,5.365375
1999-03-31,5.5804347826086955
1999-04-30,5.547727272727273
1999-05-31,5.810714285714286
1999-06-30,6.041818181818183
1999-07-31,5.985795454545454
1999-08-31,6.068636363636363
1999-09-30,6.070909090909091
1999-10-31,6.26154761904762
1999-11-30,6.145
1999-12-31,6.356739130434783
2000-01-31,6.630714285714286
2000-02-29,6.225714285714286
2000-03-31,6.053478260869565
2000-04-30,5.845875
2000-05-31,6.145760869565217
2000-06-30,5.926363636363636
2000-07-31,5.851666666666667
2000-08-31,5.716086956521739
2000-09-30,5.819047619047619
2000-10-31,5.804772727272727
2000-11-30,5.771136363636364
2000-12-31,5.486547619047619
2001-01-31,5.536739130434783
2001-02-28,5.455
2001-03-31,5.339545454545455
2001-04-30,5.645357142857144
2001-05-31,5.783478260869566
2001-06-30,5.66952380952381
2001-07-31,5.619318181818182
2001-08-31,5.483478260869566
2001-09-30,5.475125
2001-10-31,5.317826086956522
2001-11-30,5.12
2001-12-31,5.481190476190476
2002-01-31,5.445760869565217
2002-02-28,5.453875
2002-03-31,5.813452380952381
2002-04-30,5.791818181818182
2002-05-31,5.758260869565217
2002-06-30,5.677
2002-07-31,5.588260869565217
2002-08-31,5.27590909090909
2002-09-30,4.966785714285714
2002-10-31,5.181739130434783
2002-11-30,5.179285714285714
2002-12-31,5.132272727272727
2003-01-31,5.135217391304348
2003-02-28,5.028375
2003-03-31,5.027142857142858
2003-04-30,5.126931818181818
2003-05-31,4.752613636363637
2003-06-30,4.618571428571428
2003-07-31,5.119673913043478
2003-08-31,5.445714285714286
2003-09-30,5.279545454545455
2003-10-31,5.303695652173913
2003-11-30,5.2509999999999994
2003-12-31,5.210434782608695
2004-01-31,5.134659090909091
2004-02-29,5.076625
2004-03-31,4.899565217391304
2004-04-30,5.272954545454545
2004-05-31,5.508333333333333
2004-06-30,5.478068181818181
2004-07-31,5.306590909090909
2004-08-31,5.1459090909090905
2004-09-30,4.989545454545454
2004-10-31,4.944642857142857
2004-11-30,4.948636363636364
2004-12-31,4.911630434782609
2005-01-31,4.763571428571429
2005-02-28,4.5657499999999995
2005-03-31,4.777826086956522
2005-04-30,4.65
2005-05-31,4.485113636363637
2005-06-30,4.279545454545455
2005-07-31,4.37547619047619
2005-08-31,4.441739130434782
2005-09-30,4.446590909090909
2005-10-31,4.6363095238095235
2005-11-30,4.70465909090909
2005-12-31,4.614090909090909
2006-01-31,4.566363636363636
2006-02-28,4.57175
2006-03-31,4.734347826086957
2006-04-30,5.064625
2006-05-31,5.20054347826087
2006-06-30,5.154090909090909
2006-07-31,5.139285714285714
2006-08-31,4.996086956521739
2006-09-30,4.8549999999999995
2006-10-31,4.8554545454545455
2006-11-30,4.683636363636364
2006-12-31,4.685119047619048
2007-01-31,4.84945652173913
2007-02-28,4.819625
2007-03-31,4.721818181818182
2007-04-30,4.866190476190476
2007-05-31,4.906086956521739
2007-06-30,5.203333333333333
2007-07-31,5.111818181818181
2007-08-31,4.932173913043478
2007-09-30,4.795375
2007-10-31,4.777826086956522
2007-11-30,4.520681818181818
2007-12-31,4.532857142857143
2008-01-31,4.329673913043479
2008-02-29,4.522857142857143
2008-03-31,4.384285714285714
2008-04-30,4.443181818181818
2008-05-31,4.597727272727273
2008-06-30,4.689047619047619
2008-07-31,4.56891304347826
2008-08-31,4.501904761904761
2008-09-30,4.273977272727273
2008-10-31,4.176086956521739
2008-11-30,3.98825
2008-12-31,2.859130434782609
2009-01-31,3.103181818181818
2009-02-28,3.583625
2009-03-31,3.6431818181818185
2009-04-30,3.7592045454545455
2009-05-31,4.236785714285714
2009-06-30,4.516363636363637
2009-07-31,4.403369565217392
2009-08-31,4.370952380952382
2009-09-30,4.190909090909091
2009-10-31,4.187954545454546
2009-11-30,4.314761904761904
2009-12-31,4.502282608695652
2010-01-31,4.605714285714286
2010-02-28,4.620375
2010-03-31,4.644782608695652
2010-04-30,4.693181818181818
2010-05-31,4.281785714285714
2010-06-30,4.127727272727273
2010-07-31,3.9901136363636365
2010-08-31,3.803181818181818
2010-09-30,3.77
2010-10-31,3.8684523809523808
2010-11-30,4.192045454545454
2010-12-31,4.41945652173913
2011-01-31,4.524404761904762
2011-02-28,4.65075
2011-03-31,4.513913043478261
2011-04-30,4.499880952380953
2011-05-31,4.290227272727273
2011-06-30,4.232727272727273
2011-07-31,4.276309523809523
2011-08-31,3.651304347826087
2011-09-30,3.1865909090909095
2011-10-31,3.126071428571428
2011-11-30,3.013295454545455
2011-12-31,2.985113636363636
2012-01-31,3.0169318181818183
2012-02-29,3.112857142857143
2012-03-31,3.2813636363636363
2012-04-30,3.1842857142857146
2012-05-31,2.927391304347826
2012-06-30,2.698095238095238
2012-07-31,2.5963636363636367
2012-08-31,2.7708695652173914
2012-09-30,2.871875
2012-10-31,2.9003260869565217
2012-11-30,2.80125
2012-12-31,2.886190476190476
2013-01-31,3.0742391304347825
2013-02-28,3.167125
2013-03-31,3.1592857142857143
2013-04-30,2.9327272727272726
2013-05-31,3.1198913043478256
2013-06-30,3.4
2013-07-31,3.6041304347826086
2013-08-31,3.757727272727273
2013-09-30,3.7860714285714283
2013-10-31,3.68
2013-11-30,3.8033333333333337
2013-12-31,3.89
2014-01-31,3.7753260869565217
2014-02-28,3.6636249999999997
2014-03-31,3.620952380952381
2014-04-30,3.5177272727272726
2014-05-31,3.389431818181818
2014-06-30,3.4200000000000004
2014-07-31,3.3375
2014-08-31,3.2009523809523808
2014-09-30,3.255
2014-10-31,3.03695652173913
2014-11-30,3.035
2014-12-31,2.832608695652174
2015-01-31,2.4646590909090906
2015-02-28,2.5732500000000003
2015-03-31,2.6263636363636365
2015-04-30,2.585909090909091
2015-05-31,2.953095238095238
2015-06-30,3.1118181818181814
2015-07-31,3.07054347826087
2015-08-31,2.855714285714286
2015-09-30,2.952727272727273
2015-10-31,2.88875
2015-11-30,3.0316666666666667
2015-12-31,2.96945652173913
2016-01-31,2.8633333333333333
2016-02-29,2.6233333333333335
2016-03-31,2.683804347826087
2016-04-30,2.6233333333333335
2016-05-31,2.6282954545454547
2016-06-30,2.4522727272727276
2016-07-31,2.224047619047619
2016-08-31,2.261739130434783
2016-09-30,2.3459090909090907
2016-10-31,2.5
2016-11-30,2.873068181818182
2016-12-31,3.1143181818181818
2017-01-31,3.016818181818182
2017-02-28,3.032375
2017-03-31,3.0813043478260873
2017-04-30,2.939375
2017-05-31,2.9560869565217387
2017-06-30,2.7963636363636364
2017-07-31,2.882619047619048
2017-08-31,2.7952173913043477
2017-09-30,2.7733333333333334
2017-10-31,2.878522727272727
2017-11-30,2.7997727272727273
2017-12-31,2.770595238095238
2018-01-31,2.8720652173913046
2018-02-28,3.13175
2018-03-31,3.085909090909091
2018-04-30,3.0719047619047624
2018-05-31,3.1257608695652173
2018-06-30,3.05
2018-07-31,3.004318181818182
2018-08-31,3.0417391304347823
2018-09-30,3.146375
2018-10-31,3.341195652173913
2018-11-30,3.3590909090909093
2018-12-31,3.0952380952380953
2019-01-31,3.034891304347826
2019-02-28,3.022125
2019-03-31,2.9776190476190476
2019-04-30,2.9417045454545456
2019-05-31,2.8131521739130436
2019-06-30,2.5745
2019-07-31,2.569782608695652
2019-08-31,2.119090909090909
2019-09-30,2.1482142857142854
2019-10-31,2.192065217391304
2019-11-30,2.282380952380952
2019-12-31,2.299090909090909
2020-01-31,2.2236956521739133
2020-02-29,1.9724999999999997
2020-03-31,1.4549999999999998
2020-04-30,1.2695454545454545
2020-05-31,1.3797619047619047
2020-06-30,1.4936363636363637
2020-07-31,1.3158695652173913
2020-08-31,1.358095238095238
2020-09-30,1.4235227272727273
2020-10-31,1.5670454545454546
2020-11-30,1.618095238095238
2020-12-31,1.670108695652174
2021-01-31,1.8173809523809523
2021-02-28,2.043625
2021-03-31,2.3391304347826085
2021-04-30,2.2995454545454543
2021-05-31,2.314761904761905
2021-06-30,2.1636363636363636
2021-07-31,1.9460227272727273
2021-08-31,1.9163636363636363
2021-09-30,1.9376136363636363
2021-10-31,2.0621428571428573
2021-11-30,1.9336363636363636
2021-12-31,1.850108695652174
2022-01-31,2.1026190476190476
2022-02-28,2.246
2022-03-31,2.4065217391304348
2022-04-30,2.8175
2022-05-31,3.064772727272727
2022-06-30,3.25125
2022-07-31,3.1007142857142855
2022-08-31,3.1295652173913044
2022-09-30,3.5534090909090907
2022-10-31,4.033571428571428
2022-11-30,3.9890909090909092
2022-12-31,3.6701136363636366
2023-01-31,3.6738636363636363
2023-02-28,3.8097499999999997
2023-03-31,3.7708695652173914
2023-04-30,3.6845
2023-05-31,3.8580434782608695
2023-06-30,3.8662500000000004
2023-07-31,3.956666666666667
2023-08-31,4.28
2023-09-30,4.467499999999999
2023-10-31,4.943409090909091
2023-11-30,4.656136363636364
2023-12-31,4.139642857142857
2024-01-31,4.2505434782608695
2024-02-29,4.380119047619048
2024-03-31,4.360595238095239
2024-04-30,4.659090909090909
2024-05-31,4.620760869565218
2024-06-30,4.44125
2024-07-31,4.46304347826087
2024-08-31,4.153636363636363
2024-09-30,4.0494047619047615
2024-10-31,4.373804347826087
2024-11-30,4.531071428571429
2024-12-31,4.485714285714286
