Date3,DSG(10 year)
1962-01-31,4.083181818181818
1962-02-28,4.039444444444444
1962-03-31,3.930454545454545
1962-04-30,3.843
1962-05-31,3.8736363636363635
1962-06-30,3.909047619047619
1962-07-31,4.014285714285714
1962-08-31,3.9756521739130433
1962-09-30,3.978947368421052
1962-10-31,3.9254545454545453
1962-11-30,3.9157894736842107
1962-12-31,3.8645000000000005
1963-01-31,3.833636363636364
1963-02-28,3.921111111111111
1963-03-31,3.9285714285714284
1963-04-30,3.970952380952381
1963-05-31,3.93
1963-06-30,3.993
1963-07-31,4.0204545454545455
1963-08-31,4.002272727272727
1963-09-30,4.0775
1963-10-31,4.106086956521739
1963-11-30,4.121764705882353
1963-12-31,4.128571428571429
1964-01-31,4.166818181818182
1964-02-29,4.145555555555556
1964-03-31,4.2195238095238095
1964-04-30,4.232272727272727
1964-05-31,4.2
1964-06-30,4.170000000000001
1964-07-31,4.1859090909090915
1964-08-31,4.1938095238095245
1964-09-30,4.203809523809523
1964-10-31,4.188095238095238
1964-11-30,4.152777777777778
1964-12-31,4.179545454545455
1965-01-31,4.189500000000001
1965-02-28,4.211111111111111
1965-03-31,4.210434782608695
1965-04-30,4.203809523809523
1965-05-31,4.2115
1965-06-30,4.213181818181819
1965-07-31,4.204761904761905
1965-08-31,4.252272727272727
1965-09-30,4.29047619047619
1965-10-31,4.3495
1965-11-30,4.448947368421052
1965-12-31,4.615454545454546
1966-01-31,4.612380952380953
1966-02-28,4.832105263157895
1966-03-31,4.8734782608695655
1966-04-30,4.75
1966-05-31,4.7785714285714285
1966-06-30,4.8145454545454545
1966-07-31,5.018
1966-08-31,5.224347826086956
1966-09-30,5.182380952380952
1966-10-31,5.0115
1966-11-30,5.155263157894737
1966-12-31,4.842857142857143
1967-01-31,4.579047619047619
1967-02-28,4.626666666666667
1967-03-31,4.541818181818182
1967-04-30,4.593500000000001
1967-05-31,4.847727272727273
1967-06-30,5.0227272727272725
1967-07-31,5.159000000000001
1967-08-31,5.275652173913044
1967-09-30,5.3020000000000005
1967-10-31,5.480952380952381
1967-11-30,5.7535
1967-12-31,5.699
1968-01-31,5.528636363636363
1968-02-29,5.563684210526316
1968-03-31,5.74
1968-04-30,5.6385
1968-05-31,5.869545454545454
1968-06-30,5.718
1968-07-31,5.495454545454546
1968-08-31,5.420454545454546
1968-09-30,5.46
1968-10-31,5.5826086956521745
1968-11-30,5.696111111111112
1968-12-31,6.031904761904762
1969-01-31,6.041818181818181
1969-02-28,6.1889473684210525
1969-03-31,6.296
1969-04-30,6.173333333333333
1969-05-31,6.323333333333333
1969-06-30,6.574285714285715
1969-07-31,6.71952380952381
1969-08-31,6.691428571428572
1969-09-30,7.159523809523809
1969-10-31,7.095454545454545
1969-11-30,7.144117647058824
1969-12-31,7.654090909090908
1970-01-31,7.794761904761905
1970-02-28,7.238333333333333
1970-03-31,7.072857142857143
1970-04-30,7.390909090909091
1970-05-31,7.906190476190476
1970-06-30,7.841818181818183
1970-07-31,7.457272727272727
1970-08-31,7.527142857142857
1970-09-30,7.38952380952381
1970-10-31,7.326666666666667
1970-11-30,6.841111111111111
1970-12-31,6.391363636363636
1971-01-31,6.2385
1971-02-28,6.112222222222222
1971-03-31,5.7034782608695656
1971-04-30,5.833809523809524
1971-05-31,6.3925
1971-06-30,6.522272727272727
1971-07-31,6.729523809523809
1971-08-31,6.582727272727272
1971-09-30,6.13952380952381
1971-10-31,5.925789473684211
1971-11-30,5.8100000000000005
1971-12-31,5.926363636363636
1972-01-31,5.947619047619048
1972-02-29,6.081
1972-03-31,6.068636363636363
1972-04-30,6.1945
1972-05-31,6.126363636363636
1972-06-30,6.1068181818181815
1972-07-31,6.113
1972-08-31,6.210434782608695
1972-09-30,6.5495
1972-10-31,6.4795
1972-11-30,6.2805
1972-12-31,6.3585
1973-01-31,6.464545454545455
1973-02-28,6.635555555555555
1973-03-31,6.709090909090909
1973-04-30,6.6685
1973-05-31,6.847272727272727
1973-06-30,6.9
1973-07-31,7.130952380952381
1973-08-31,7.404782608695652
1973-09-30,7.090526315789473
1973-10-31,6.7942857142857145
1973-11-30,6.7284999999999995
1973-12-31,6.7436842105263155
1974-01-31,6.988636363636363
1974-02-28,6.957222222222223
1974-03-31,7.2090476190476185
1974-04-30,7.512380952380952
1974-05-31,7.57590909090909
1974-06-30,7.535500000000001
1974-07-31,7.805000000000001
1974-08-31,8.04409090909091
1974-09-30,8.0375
1974-10-31,7.8968181818181815
1974-11-30,7.681111111111111
1974-12-31,7.433809523809523
1975-01-31,7.501363636363636
1975-02-28,7.392222222222222
1975-03-31,7.728
1975-04-30,8.226818181818182
1975-05-31,8.05952380952381
1975-06-30,7.860952380952382
1975-07-31,8.061363636363636
1975-08-31,8.397619047619047
1975-09-30,8.426666666666668
1975-10-31,8.137727272727274
1975-11-30,8.052941176470588
1975-12-31,7.996818181818182
1976-01-31,7.742380952380953
1976-02-29,7.792777777777778
1976-03-31,7.734347826086956
1976-04-30,7.564285714285714
1976-05-31,7.8950000000000005
1976-06-30,7.861363636363635
1976-07-31,7.831904761904762
1976-08-31,7.768636363636364
1976-09-30,7.594285714285713
1976-10-31,7.411
1976-11-30,7.291052631578947
1976-12-31,6.869090909090909
1977-01-31,7.213333333333333
1977-02-28,7.3910526315789475
1977-03-31,7.460000000000001
1977-04-30,7.3705
1977-05-31,7.456666666666667
1977-06-30,7.275454545454545
1977-07-31,7.330000000000001
1977-08-31,7.396521739130435
1977-09-30,7.343809523809524
1977-10-31,7.5235
1977-11-30,7.577368421052632
1977-12-31,7.685238095238095
1978-01-31,7.956190476190477
1978-02-28,8.033333333333333
1978-03-31,8.03590909090909
1978-04-30,8.154
1978-05-31,8.345714285714285
1978-06-30,8.462272727272728
1978-07-31,8.64
1978-08-31,8.410869565217391
1978-09-30,8.416500000000001
1978-10-31,8.642380952380952
1978-11-30,8.805
1978-12-31,9.006499999999999
1979-01-31,9.099545454545455
1979-02-28,9.098333333333333
1979-03-31,9.117272727272727
1979-04-30,9.181999999999999
1979-05-31,9.252380952380953
1979-06-30,8.913809523809524
1979-07-31,8.95
1979-08-31,9.029565217391305
1979-09-30,9.334736842105263
1979-10-31,10.299090909090909
1979-11-30,10.653157894736841
1979-12-31,10.386
1980-01-31,10.802272727272728
1980-02-29,12.414736842105263
1980-03-31,12.74904761904762
1980-04-30,11.473333333333333
1980-05-31,10.181428571428572
1980-06-30,9.778095238095238
1980-07-31,10.247727272727273
1980-08-31,11.101904761904763
1980-09-30,11.508571428571429
1980-10-31,11.751363636363635
1980-11-30,12.68470588235294
1980-12-31,12.844090909090909
1981-01-31,12.568571428571428
1981-02-28,13.194444444444445
1981-03-31,13.115909090909092
1981-04-30,13.67952380952381
1981-05-31,14.0995
1981-06-30,13.472272727272726
1981-07-31,14.280909090909091
1981-08-31,14.937142857142858
1981-09-30,15.323809523809524
1981-10-31,15.14809523809524
1981-11-30,13.392777777777777
1981-12-31,13.724545454545455
1982-01-31,14.594
1982-02-28,14.425555555555556
1982-03-31,13.861304347826087
1982-04-30,13.871904761904762
1982-05-31,13.622499999999999
1982-06-30,14.299545454545454
1982-07-31,13.946190476190477
1982-08-31,13.055
1982-09-30,12.33904761904762
1982-10-31,10.9065
1982-11-30,10.550526315789474
1982-12-31,10.54
1983-01-31,10.457142857142857
1983-02-28,10.724736842105264
1983-03-31,10.506521739130434
1983-04-30,10.4
1983-05-31,10.379999999999999
1983-06-30,10.848636363636363
1983-07-31,11.376999999999999
1983-08-31,11.846086956521738
1983-09-30,11.653809523809523
1983-10-31,11.541
1983-11-30,11.690000000000001
1983-12-31,11.82952380952381
1984-01-31,11.674285714285714
1984-02-29,11.842105263157896
1984-03-31,12.319090909090908
1984-04-30,12.6335
1984-05-31,13.408636363636363
1984-06-30,13.562857142857142
1984-07-31,13.362380952380953
1984-08-31,12.716086956521737
1984-09-30,12.522631578947369
1984-10-31,12.160454545454543
1984-11-30,11.572631578947368
1984-12-31,11.499500000000001
1985-01-31,11.384285714285713
1985-02-28,11.508888888888889
1985-03-31,11.855238095238096
1985-04-30,11.434761904761904
1985-05-31,10.84681818181818
1985-06-30,10.156
1985-07-31,10.306818181818182
1985-08-31,10.331818181818182
1985-09-30,10.373157894736842
1985-10-31,10.236818181818181
1985-11-30,9.781578947368422
1985-12-31,9.25904761904762
1986-01-31,9.193809523809524
1986-02-28,8.704210526315789
1986-03-31,7.778499999999999
1986-04-30,7.29909090909091
1986-05-31,7.70952380952381
1986-06-30,7.7995238095238095
1986-07-31,7.303181818181818
1986-08-31,7.1657142857142855
1986-09-30,7.447619047619048
1986-10-31,7.426363636363636
1986-11-30,7.250555555555555
1986-12-31,7.112727272727272
1987-01-31,7.0845
1987-02-28,7.2505263157894735
1987-03-31,7.248636363636364
1987-04-30,8.022857142857143
1987-05-31,8.613
1987-06-30,8.402272727272727
1987-07-31,8.44681818181818
1987-08-31,8.76047619047619
1987-09-30,9.421904761904763
1987-10-31,9.520000000000001
1987-11-30,8.860526315789473
1987-12-31,8.987727272727271
1988-01-31,8.66578947368421
1988-02-29,8.212
1988-03-31,8.373478260869565
1988-04-30,8.7185
1988-05-31,9.08904761904762
1988-06-30,8.921363636363637
1988-07-31,9.056000000000001
1988-08-31,9.260434782608696
1988-09-30,8.977142857142857
1988-10-31,8.7955
1988-11-30,8.9625
1988-12-31,9.105714285714285
1989-01-31,9.0915
1989-02-28,9.168947368421053
1989-03-31,9.357727272727272
1989-04-30,9.1755
1989-05-31,8.85909090909091
1989-06-30,8.277272727272727
1989-07-31,8.0185
1989-08-31,8.112608695652174
1989-09-30,8.1905
1989-10-31,8.007619047619048
1989-11-30,7.8742857142857146
1989-12-31,7.836
1990-01-31,8.206666666666667
1990-02-28,8.473157894736843
1990-03-31,8.588636363636363
1990-04-30,8.7855
1990-05-31,8.758181818181818
1990-06-30,8.48
1990-07-31,8.471428571428572
1990-08-31,8.752608695652174
1990-09-30,8.893157894736841
1990-10-31,8.719545454545456
1990-11-30,8.392
1990-12-31,8.075
1991-01-31,8.091904761904763
1991-02-28,7.854736842105264
1991-03-31,8.11
1991-04-30,8.039090909090909
1991-05-31,8.067727272727273
1991-06-30,8.284
1991-07-31,8.272727272727273
1991-08-31,7.9
1991-09-30,7.65
1991-10-31,7.527272727272727
1991-11-30,7.417368421052632
