Date3,BAA-Bond
2004-07-31,6.6223809523809525
2004-08-31,6.463181818181818
2004-09-30,6.268571428571428
2004-10-31,6.205
2004-11-30,6.203
2004-12-31,6.153636363636363
2005-01-31,6.0175
2005-02-28,5.815789473684211
2005-03-31,6.0609090909090915
2005-04-30,6.049047619047619
2005-05-31,6.006190476190476
2005-06-30,5.858181818181818
2005-07-31,5.9525
2005-08-31,5.962173913043478
2005-09-30,6.029047619047619
2005-10-31,6.298
2005-11-30,6.39
2005-12-31,6.320952380952382
2006-01-31,6.237
2006-02-28,6.27
2006-03-31,6.411304347826087
2006-04-30,6.680526315789474
2006-05-31,6.745454545454546
2006-06-30,6.779545454545455
2006-07-31,6.7620000000000005
2006-08-31,6.588260869565217
2006-09-30,6.43
2006-10-31,6.424285714285714
2006-11-30,6.203809523809523
2006-12-31,6.218500000000001
2007-01-31,6.3428571428571425
2007-02-28,6.275789473684211
2007-03-31,6.267727272727272
2007-04-30,6.393333333333333
2007-05-31,6.385454545454545
2007-06-30,6.697142857142857
2007-07-31,6.652380952380952
2007-08-31,6.6521739130434785
2007-09-30,6.592105263157895
2007-10-31,6.479545454545455
2007-11-30,6.3950000000000005
2007-12-31,6.6455
2008-01-31,6.5409523809523815
2008-02-29,6.8235
2008-03-31,6.8925
2008-04-30,6.967272727272728
2008-05-31,6.929047619047618
2008-06-30,7.073809523809524
2008-07-31,7.159545454545454
2008-08-31,7.148571428571429
2008-09-30,7.311904761904763
2008-10-31,8.877272727272727
2008-11-30,9.211666666666666
2008-12-31,8.43
2009-01-31,8.1435
2009-02-28,8.084736842105263
2009-03-31,8.419545454545455
2009-04-30,8.387619047619049
2009-05-31,8.063500000000001
2009-06-30,7.494999999999999
2009-07-31,7.087727272727273
2009-08-31,6.576190476190476
2009-09-30,6.312857142857142
2009-10-31,6.291904761904762
2009-11-30,6.319473684210526
2009-12-31,6.367727272727273
2010-01-31,6.247894736842105
2010-02-28,6.341578947368421
2010-03-31,6.274782608695652
2010-04-30,6.254545454545454
2010-05-31,6.051
2010-06-30,6.2304545454545455
2010-07-31,6.010952380952381
2010-08-31,5.662727272727273
2010-09-30,5.658095238095238
2010-10-31,5.7155000000000005
2010-11-30,5.922857142857143
2010-12-31,6.096363636363637
2011-01-31,6.088
2011-02-28,6.1478947368421055
2011-03-31,6.034782608695653
2011-04-30,6.023000000000001
2011-05-31,5.781428571428571
2011-06-30,5.751363636363636
2011-07-31,5.7595
2011-08-31,5.361739130434783
2011-09-30,5.270476190476191
2011-10-31,5.3715
2011-11-30,5.138
2011-12-31,5.25047619047619
2012-01-31,5.2285
2012-02-29,5.142
2012-03-31,5.233181818181818
2012-04-30,5.1938095238095245
2012-05-31,5.068636363636364
2012-06-30,5.02047619047619
2012-07-31,4.871904761904762
2012-08-31,4.9073913043478266
2012-09-30,4.841578947368421
2012-10-31,4.5842857142857145
2012-11-30,4.5104999999999995
2012-12-31,4.6274999999999995
2013-01-31,4.734285714285714
2013-02-28,4.846842105263158
2013-03-31,4.8545
2013-04-30,4.590909090909091
2013-05-31,4.725909090909091
2013-06-30,5.1899999999999995
2013-07-31,5.322727272727272
2013-08-31,5.424545454545455
2013-09-30,5.4655000000000005
2013-10-31,5.308181818181819
2013-11-30,5.383684210526316
2013-12-31,5.384285714285714
2014-01-31,5.192857142857143
2014-02-28,5.099473684210526
2014-03-31,5.064285714285714
2014-04-30,4.904285714285714
2014-05-31,4.7628571428571425
2014-06-30,4.798571428571428
2014-07-31,4.734545454545454
2014-08-31,4.690476190476191
2014-09-30,4.802380952380952
2014-10-31,4.6877272727272725
2014-11-30,4.785
2014-12-31,4.737727272727273
2015-01-31,4.4545
2015-02-28,4.506842105263158
2015-03-31,4.539090909090909
2015-04-30,4.484090909090909
2015-05-31,4.8885
2015-06-30,5.125454545454546
2015-07-31,5.201818181818182
2015-08-31,5.188095238095238
2015-09-30,5.3409523809523805
2015-10-31,5.341428571428572
2015-11-30,5.457894736842105
2015-12-31,5.455
2016-01-31,5.447894736842105
2016-02-29,5.3385
2016-03-31,5.133636363636364
2016-04-30,4.785238095238095
2016-05-31,4.676666666666667
2016-06-30,4.5249999999999995
2016-07-31,4.218500000000001
2016-08-31,4.240434782608696
2016-09-30,4.311428571428571
2016-10-31,4.3765
2016-11-30,4.708
2016-12-31,4.827142857142857
2017-01-31,4.6605
2017-02-28,4.6410526315789475
2017-03-31,4.681739130434783
2017-04-30,4.569473684210526
2017-05-31,4.549545454545455
2017-06-30,4.37
2017-07-31,4.3895
2017-08-31,4.31
2017-09-30,4.3035
2017-10-31,4.316818181818181
2017-11-30,4.2665
2017-12-31,4.2235
2018-01-31,4.256190476190476
2018-02-28,4.508947368421053
2018-03-31,4.64
2018-04-30,4.669047619047619
2018-05-31,4.825454545454545
2018-06-30,4.834761904761905
2018-07-31,4.791428571428572
2018-08-31,4.76608695652174
2018-09-30,4.883684210526315
2018-10-31,5.066086956521739
2018-11-30,5.224
2018-12-31,5.133684210526316
2019-01-31,5.12
2019-02-28,4.947368421052632
2019-03-31,4.835714285714285
2019-04-30,4.703333333333333
2019-05-31,4.628181818181819
2019-06-30,4.4605
2019-07-31,4.279090909090909
2019-08-31,3.8736363636363635
2019-09-30,3.9144999999999994
2019-10-31,3.925
2019-11-30,3.941052631578947
2019-12-31,3.8785714285714286
2020-01-31,3.7719047619047616
2020-02-29,3.6110526315789473
2020-03-31,4.288181818181818
2020-04-30,4.127142857142857
2020-05-31,3.9539999999999997
2020-06-30,3.641818181818182
2020-07-31,3.313181818181818
2020-08-31,3.2742857142857145
2020-09-30,3.3642857142857148
2020-10-31,3.4395238095238096
2020-11-30,3.2957894736842106
2020-12-31,3.164090909090909
2021-01-31,3.243684210526316
2021-02-28,3.4210526315789473
2021-03-31,3.742608695652174
2021-04-30,3.6033333333333335
2021-05-31,3.62
2021-06-30,3.445
2021-07-31,3.244761904761905
2021-08-31,3.2395454545454543
2021-09-30,3.23
2021-10-31,3.353
2021-11-30,3.2804761904761905
2021-12-31,3.296190476190476
2022-01-31,3.585
2022-02-28,3.9678947368421054
2022-03-31,4.293913043478261
2022-04-30,4.659000000000001
2022-05-31,5.116666666666667
2022-06-30,5.267619047619048
2022-07-31,5.2135
2022-08-31,5.152608695652174
2022-09-30,5.693809523809524
2022-10-31,6.256190476190476
2022-11-30,6.0655
2022-12-31,5.593809523809524
2023-01-31,5.502000000000001
2023-02-28,5.5942105263157895
2023-03-31,5.714347826086957
2023-04-30,5.533157894736842
2023-05-31,5.766363636363637
2023-06-30,5.7542857142857144
2023-07-31,5.7415
2023-08-31,6.017391304347826
2023-09-30,6.156000000000001
2023-10-31,6.62952380952381
2023-11-30,6.291904761904762
2023-12-31,5.642
2024-01-31,5.677142857142857
2024-02-29,5.766
2024-03-31,5.7535
2024-04-30,6.002272727272728
2024-05-31,5.950454545454545
2024-06-30,5.819473684210527
2024-07-31,5.836818181818182
2024-08-31,5.6045454545454545
2024-09-30,5.418
2024-10-31,5.634090909090909
2024-11-30,5.777368421052631
2024-12-31,5.707142857142857
