Date3,GDP
1966-06-30,814.6992282608696
1966-07-31,819.638
1966-08-31,824.2421739130435
1966-09-30,828.6978260869565
1966-10-31,833.302
1966-11-30,836.8459130434783
1966-12-31,840.5079565217391
1967-01-31,844.17
1967-02-28,845.6842022471909
1967-03-31,847.3606404494382
1967-04-30,848.983
1967-05-31,854.4585434782608
1967-06-30,859.7574565217391
1967-07-31,865.233
1967-08-31,870.6937173913043
1967-09-30,875.9782826086956
1967-10-31,881.439
1967-11-30,890.5524782608695
1967-12-31,899.9697391304347
1968-01-31,909.387
1968-02-29,917.4286999999999
1968-03-31,926.025
1968-04-30,934.344
1968-05-31,939.8973804347827
1968-06-30,945.2716195652174
1968-07-31,950.825
1968-08-31,956.6223369565217
1968-09-30,962.2326630434783
1968-10-31,968.03
1968-11-30,976.2822826086956
1968-12-31,984.8096413043478
1969-01-31,993.337
1969-02-28,998.2709775280899
1969-03-31,1003.7335955056179
1969-04-30,1009.02
1969-05-31,1016.0745217391304
1969-06-30,1022.9014782608695
1969-07-31,1029.956
1969-08-31,1032.716010869565
1969-09-30,1035.3869891304348
1969-10-31,1038.147
1969-11-30,1042.4034130434782
1969-12-31,1046.801706521739
1970-01-31,1051.2
1970-02-28,1056.288764044944
1970-03-31,1061.922752808989
1970-04-30,1067.375
1970-05-31,1073.670695652174
1970-06-30,1079.763304347826
1970-07-31,1086.059
1970-08-31,1086.917902173913
1970-09-30,1087.7490978260869
1970-10-31,1088.608
1970-11-30,1103.7866956521739
1970-12-31,1119.471347826087
1971-01-31,1135.156
1971-02-28,1141.7989213483145
1971-03-31,1149.1535842696628
1971-04-30,1156.271
1971-05-31,1163.4832173913044
1971-06-30,1170.4627826086955
1971-07-31,1177.675
1971-08-31,1181.9280652173913
1971-09-30,1186.0439347826086
1971-10-31,1190.297
1971-11-30,1203.4422173913044
1971-12-31,1217.0256086956522
1972-01-31,1230.609
1972-02-29,1242.1316666666667
1972-03-31,1254.4489999999998
1972-04-30,1266.369
1972-05-31,1274.5223369565217
1972-06-30,1282.4126630434782
1972-07-31,1290.566
1972-08-31,1303.4842391304348
1972-09-30,1315.9857608695652
1972-10-31,1328.904
1972-11-30,1344.7472608695653
1972-12-31,1361.1186304347825
1973-01-31,1377.49
1973-02-28,1388.9407415730336
1973-03-31,1401.6183483146067
1973-04-30,1413.887
1973-05-31,1420.6096195652174
1973-06-30,1427.1153804347825
1973-07-31,1433.838
1973-08-31,1448.142141304348
1973-09-30,1461.984858695652
1973-10-31,1476.289
1973-11-30,1481.1542173913044
1973-12-31,1486.1816086956521
1974-01-31,1491.209
1974-02-28,1503.4305280898877
1974-03-31,1516.9615056179775
1974-04-30,1530.056
1974-05-31,1540.1545869565218
1974-06-30,1549.9274130434783
1974-07-31,1560.026
1974-08-31,1573.3873369565217
1974-09-30,1586.3176630434784
1974-10-31,1599.679
1974-11-30,1605.0388913043478
1974-12-31,1610.577445652174
1975-01-31,1616.116
1975-02-28,1627.3591011235956
1975-03-31,1639.806820224719
1975-04-30,1651.853
1975-05-31,1671.3853586956523
1975-06-30,1690.2876413043477
1975-07-31,1709.82
1975-08-31,1727.3454456521738
1975-09-30,1744.305554347826
1975-10-31,1761.831
1975-11-30,1780.957956521739
1975-12-31,1800.7224782608696
1976-01-31,1820.487
1976-02-29,1830.7481666666667
1976-03-31,1841.717
1976-04-30,1852.332
1976-05-31,1863.8646739130436
1976-06-30,1875.0253260869565
1976-07-31,1886.558
1976-08-31,1902.6358804347826
1976-09-30,1918.1951195652173
1976-10-31,1934.273
1976-11-30,1952.0039782608694
1976-12-31,1970.3259891304347
1977-01-31,1988.648
1977-02-28,2009.8087640449437
1977-03-31,2033.2367528089887
1977-04-30,2055.909
1977-05-31,2076.990347826087
1977-06-30,2097.391652173913
1977-07-31,2118.473
1977-08-31,2133.904597826087
1977-09-30,2148.838402173913
1977-10-31,2164.27
1977-11-30,2176.821086956522
1977-12-31,2189.790543478261
1978-01-31,2202.76
1978-02-28,2243.3043146067416
1978-03-31,2288.192662921348
1978-04-30,2331.633
1978-05-31,2353.0027826086953
1978-06-30,2373.6832173913044
1978-07-31,2395.053
1978-08-31,2422.6483913043476
1978-09-30,2449.3536086956524
1978-10-31,2476.949
1978-11-30,2493.1428043478263
1978-12-31,2509.876402173913
1979-01-31,2526.61
1979-02-28,2546.9452359550564
1979-03-31,2569.459247191011
1979-04-30,2591.247
1979-05-31,2616.962847826087
1979-06-30,2641.849152173913
1979-07-31,2667.565
1979-08-31,2686.5417173913042
1979-09-30,2704.9062826086956
1979-10-31,2723.883
1979-11-30,2745.3913695652172
1979-12-31,2767.616684782609
1980-01-31,2789.842
1980-02-29,2792.2618888888887
1980-03-31,2794.8486666666668
1980-04-30,2797.352
1980-05-31,2817.2765760869565
1980-06-30,2836.5584239130435
1980-07-31,2856.483
1980-08-31,2899.9753260869566
1980-09-30,2942.0646739130434
1980-10-31,2985.557
1980-11-30,3030.7686304347826
1980-12-31,3077.4873152173914
1981-01-31,3124.206
1981-02-28,3136.263617977528
1981-03-31,3149.613123595506
1981-04-30,3162.532
1981-05-31,3195.5796847826086
1981-06-30,3227.5613152173914
1981-07-31,3260.609
1981-08-31,3267.418554347826
1981-09-30,3274.008445652174
1981-10-31,3280.818
1981-11-30,3278.6932173913046
1981-12-31,3276.497608695652
1982-01-31,3274.302
1982-02-28,3292.445370786517
1982-03-31,3312.5326741573035
1982-04-30,3331.972
1982-05-31,3343.5464565217394
1982-06-30,3354.747543478261
1982-07-31,3366.322
1982-08-31,3378.5329673913043
1982-09-30,3390.350032608696
1982-10-31,3402.561
1982-11-30,3425.6649130434785
1982-12-31,3449.5389565217392
1983-01-31,3473.413
1983-02-28,3506.5835617977527
1983-03-31,3543.3081123595507
1983-04-30,3578.848
1983-05-31,3616.02475
1983-06-30,3652.00225
1983-07-31,3689.179
1983-08-31,3724.7370108695654
1983-09-30,3759.147989130435
1983-10-31,3794.706
1983-11-30,3831.6673043478263
1983-12-31,3869.860652173913
1984-01-31,3908.054
1984-02-29,3940.7747
1984-03-31,3975.752
1984-04-30,4009.601
1984-05-31,4034.7544673913044
1984-06-30,4059.0965326086957
1984-07-31,4084.25
1984-08-31,4105.916641304348
1984-09-30,4126.884358695653
1984-10-31,4148.551
1984-11-30,4175.165239130435
1984-12-31,4202.666619565217
1985-01-31,4230.168
1985-02-28,4250.529033707865
1985-03-31,4273.071606741572
1985-04-30,4294.887
1985-05-31,4325.848586956522
1985-06-30,4355.811413043478
1985-07-31,4386.773
1985-08-31,4406.087684782608
1985-09-30,4424.779315217392
1985-10-31,4444.094
1985-11-30,4464.898347826087
1985-12-31,4486.396173913044
1986-01-31,4507.894
1986-02-28,4519.674764044944
1986-03-31,4532.717752808989
1986-04-30,4545.34
1986-05-31,4566.342163043479
1986-06-30,4586.666836956521
1986-07-31,4607.669
1986-08-31,4624.5026739130435
1986-09-30,4640.793326086957
1986-10-31,4657.627
1986-11-30,4678.669065217391
1986-12-31,4700.412532608696
1987-01-31,4722.156
1987-02-28,4748.584224719101
1987-03-31,4777.84404494382
1987-04-30,4806.16
1987-05-31,4832.575706521739
1987-06-30,4858.139293478261
1987-07-31,4884.555
1987-08-31,4926.148576086956
1987-09-30,4966.400423913044
1987-10-31,5007.994
1987-11-30,5029.312913043478
1987-12-31,5051.342456521739
1988-01-31,5073.372
1988-02-29,5110.963733333334
1988-03-31,5151.148
1988-04-30,5190.036
1988-05-31,5221.30522826087
1988-06-30,5251.5657717391305
1988-07-31,5282.835
1988-08-31,5322.149065217392
1988-09-30,5360.1949347826085
1988-10-31,5399.509
1988-11-30,5435.947260869565
1988-12-31,5473.600130434783
1989-01-31,5511.253
1989-02-28,5543.094348314607
1989-03-31,5578.3472696629215
1989-04-30,5612.463
1989-05-31,5640.397369565218
1989-06-30,5667.430630434782
1989-07-31,5695.365
1989-08-31,5712.843608695652
1989-09-30,5729.758391304348
1989-10-31,5747.237
1989-11-30,5788.149173913043
1989-12-31,5830.425086956522
1990-01-31,5872.701
1990-02-28,5900.1746629213485
1990-03-31,5930.59193258427
1990-04-30,5960.028
1990-05-31,5978.590260869565
1990-06-30,5996.553739130435
1990-07-31,6015.116
1990-08-31,6011.617380434783
1990-09-30,6008.231619565217
1990-10-31,6004.733
1990-11-30,6014.660717391304
1990-12-31,6024.919358695653
1991-01-31,6035.178
1991-02-28,6064.022404494382
1991-03-31,6095.957280898876
1991-04-30,6126.862
1991-05-31,6153.5068369565215
1991-06-30,6179.2921630434785
1991-07-31,6205.937
1991-08-31,6225.683663043478
1991-09-30,6244.793336956522
1991-10-31,6264.54
1991-11-30,6296.679782608696
1991-12-31,6329.890891304348
1992-01-31,6363.102
1992-02-29,6397.7927666666665
1992-03-31,6434.876
1992-04-30,6470.763
1992-05-31,6503.069717391304
1992-06-30,6534.3342826086955
1992-07-31,6566.641
1992-08-31,6605.108630434783
1992-09-30,6642.335369565217
1992-10-31,6680.803
1992-11-30,6696.669086956522
1992-12-31,6713.064043478261
1993-01-31,6729.459
1993-02-28,6754.463943820225
1993-03-31,6782.147988764045
1993-04-30,6808.939
1993-05-31,6833.590402173913
1993-06-30,6857.446597826087
1993-07-31,6882.098
1993-08-31,6926.454956521739
1993-09-30,6969.381043478261
1993-10-31,7013.738
1993-11-30,7046.970826086957
1993-12-31,7081.311413043479
1994-01-31,7115.652
1994-02-28,7156.953258426966
1994-03-31,7202.679651685393
1994-04-30,7246.931
1994-05-31,7275.283869565217
1994-06-30,7302.722130434782
1994-07-31,7331.075
1994-08-31,7372.929380434783
1994-09-30,7413.433619565217
1994-10-31,7455.288
1994-11-30,7477.136152173913
1994-12-31,7499.712576086956
1995-01-31,7522.289
1995-02-28,7540.75893258427
1995-03-31,7561.207786516854
1995-04-30,7580.997
1995-05-31,7615.409695652174
1995-06-30,7648.712304347826
1995-07-31,7683.125
1995-08-31,7713.269467391305
1995-09-30,7742.4415326086955
1995-10-31,7772.586
1995-11-30,7803.851869565217
1995-12-31,7836.159934782609
1996-01-31,7868.468
1996-02-29,7921.432311111111
1996-03-31,7978.049333333333
1996-04-30,8032.84
1996-05-31,8066.053130434783
1996-06-30,8098.194869565217
1996-07-31,8131.408
1996-08-31,8174.66075
1996-09-30,8216.518250000001
1996-10-31,8259.771
1996-11-30,8293.320130434784
1996-12-31,8327.987565217392
1997-01-31,8362.655
1997-02-28,8411.787134831462
1997-03-31,8466.183426966292
1997-04-30,8518.825
1997-05-31,8567.346065217393
1997-06-30,8614.301934782608
1997-07-31,8662.823
1997-08-31,8697.557826086957
1997-09-30,8731.172173913043
1997-10-31,8765.907
1997-11-30,8798.70254347826
1997-12-31,8832.59127173913
1998-01-31,8866.48
1998-02-28,8898.953393258427
1998-03-31,8934.906078651686
1998-04-30,8969.699
1998-05-31,9020.713543478261
1998-06-30,9070.082456521739
1998-07-31,9121.097
1998-08-31,9179.354760869564
1998-09-30,9235.733239130435
1998-10-31,9293.991
1998-11-30,9332.3685
1998-12-31,9372.02525
1999-01-31,9411.682
1999-02-28,9447.713280898877
1999-03-31,9487.605056179775
1999-04-30,9526.21
1999-05-31,9580.263217391304
1999-06-30,9632.572782608695
1999-07-31,9686.626
1999-08-31,9758.58070652174
1999-09-30,9828.21429347826
1999-10-31,9900.169
1999-11-30,9933.433130434783
1999-12-31,9967.806065217392
2000-01-31,10002.179
2000-02-29,10081.297766666667
2000-03-31,10165.873
2000-04-30,10247.72
2000-05-31,10271.456902173913
2000-06-30,10294.428097826087
2000-07-31,10318.165
2000-08-31,10357.784010869565
2000-09-30,10396.124989130436
2000-10-31,10435.744
2000-11-30,10446.989760869565
2000-12-31,10458.610380434782
2001-01-31,10470.231
2001-02-28,10510.742595505617
2001-03-31,10555.594719101124
2001-04-30,10599.0
2001-05-31,10598.669782608697
2001-06-30,10598.350217391304
2001-07-31,10598.02
2001-08-31,10619.06125
2001-09-30,10639.42375
2001-10-31,10660.465
2001-11-30,10700.585108695652
2001-12-31,10742.042554347827
2002-01-31,10783.5
2002-02-28,10816.206516853932
2002-03-31,10852.417303370787
2002-04-30,10887.46
2002-05-31,10920.003260869566
2002-06-30,10951.496739130434
2002-07-31,10984.04
2002-08-31,11010.118076086957
2002-09-30,11035.354923913044
2002-10-31,11061.433
2002-11-30,11098.181695652174
2002-12-31,11136.155347826088
2003-01-31,11174.129
2003-02-28,11217.74513483146
2003-03-31,11266.034426966293
2003-04-30,11312.766
2003-05-31,11398.32027173913
2003-06-30,11481.114728260869
2003-07-31,11566.669
2003-08-31,11635.935467391304
2003-09-30,11702.967532608696
2003-10-31,11772.234
2003-11-30,11821.542586956522
2003-12-31,11872.494793478261
2004-01-31,11923.447
2004-02-29,11984.465577777779
2004-03-31,12049.692333333334
2004-04-30,12112.815
2004-05-31,12177.67643478261
2004-06-30,12240.445565217391
2004-07-31,12305.307
2004-08-31,12380.080010869566
2004-09-30,12452.440989130435
2004-10-31,12527.214
2004-11-30,12605.498347826087
2004-12-31,12686.392173913044
2005-01-31,12767.286
2005-02-28,12816.166449438202
2005-03-31,12870.28408988764
2005-04-30,12922.656
2005-05-31,12996.781717391304
2005-06-30,13068.516282608696
2005-07-31,13142.642
2005-08-31,13203.8205
2005-09-30,13263.0255
2005-10-31,13324.204
2005-11-30,13413.86356521739
2005-12-31,13506.511782608695
2006-01-31,13599.16
2006-02-28,13647.692494382023
2006-03-31,13701.424898876405
2006-04-30,13753.424
2006-05-31,13792.76839130435
2006-06-30,13830.843608695652
2006-07-31,13870.188
2006-08-31,13927.259
2006-09-30,13982.489
2006-10-31,14039.56
2006-11-30,14096.98097826087
2006-12-31,14156.315989130435
2007-01-31,14215.651
2007-02-28,14274.303449438203
2007-03-31,14339.24008988764
2007-04-30,14402.082
2007-05-31,14456.68075
2007-06-30,14509.518250000001
2007-07-31,14564.117
2007-08-31,14614.977554347826
2007-09-30,14664.197445652175
2007-10-31,14715.058
2007-11-30,14712.279739130436
2007-12-31,14709.408869565217
2008-01-31,14706.538
2008-02-29,14757.823855555556
2008-03-31,14812.646666666666
2008-04-30,14865.701
2008-05-31,14876.920978260869
2008-06-30,14887.77902173913
2008-07-31,14898.999
2008-08-31,14801.015413043478
2008-09-30,14706.192586956522
2008-10-31,14608.209
2008-11-30,14550.3915
2008-12-31,14490.64675
2009-01-31,14430.902
2009-02-28,14415.276741573034
2009-03-31,14397.977348314607
2009-04-30,14381.236
2009-05-31,14404.029760869566
2009-06-30,14426.088239130435
2009-07-31,14448.882
2009-08-31,14517.070880434781
2009-09-30,14583.060119565218
2009-10-31,14651.249
2009-11-30,14688.214543478261
2009-12-31,14726.412271739131
2010-01-31,14764.61
2010-02-28,14832.43386516854
2010-03-31,14907.524573033708
2010-04-30,14980.193
2010-05-31,15034.5825
2010-06-30,15087.217499999999
2010-07-31,15141.607
2010-08-31,15198.170880434782
2010-09-30,15252.910119565218
2010-10-31,15309.474
2010-11-30,15323.161173913044
2010-12-31,15337.304586956521
2011-01-31,15351.448
2011-02-28,15416.285617977528
2011-03-31,15488.070123595506
2011-04-30,15557.539
2011-05-31,15587.912597826087
2011-06-30,15617.306402173914
2011-07-31,15647.68
2011-08-31,15713.244663043479
2011-09-30,15776.694336956522
2011-10-31,15842.259
2011-11-30,15916.132695652173
2011-12-31,15992.468847826087
2012-01-31,16068.805
2012-02-29,16113.371555555555
2012-03-31,16161.011666666667
2012-04-30,16207.115
2012-05-31,16244.997673913043
2012-06-30,16281.658326086956
2012-07-31,16319.541
2012-08-31,16353.5325
2012-09-30,16386.4275
2012-10-31,16420.419
2012-11-30,16494.691826086957
2012-12-31,16571.440413043478
2013-01-31,16648.189
2013-02-28,16673.514213483144
2013-03-31,16701.55284269663
2013-04-30,16728.687
2013-05-31,16804.553097826087
2013-06-30,16877.971902173915
2013-07-31,16953.838
2013-08-31,17034.09464130435
2013-09-30,17111.76235869565
2013-10-31,17192.019
2013-11-30,17193.883891304347
2013-12-31,17195.810945652174
2014-01-31,17197.738
2014-02-28,17298.654404494384
2014-03-31,17410.383280898877
2014-04-30,17518.508
2014-05-31,17614.783217391305
2014-06-30,17707.952782608696
2014-07-31,17804.228
2014-08-31,17840.569097826086
2014-09-30,17875.737902173914
2014-10-31,17912.079
2014-11-30,17961.464869565218
2014-12-31,18012.496934782608
2015-01-31,18063.529
2015-02-28,18131.564280898874
2015-03-31,18206.889056179774
2015-04-30,18279.784
2015-05-31,18320.83945652174
2015-06-30,18360.57054347826
2015-07-31,18401.626
2015-08-31,18412.91775
2015-09-30,18423.84525
2015-10-31,18435.137
2015-11-30,18464.744391304346
2015-12-31,18495.338695652175
2016-01-31,18525.933
2016-02-29,18585.7919
2016-03-31,18649.779000000002
2016-04-30,18711.702
2016-05-31,18772.669902173915
2016-06-30,18831.671097826085
2016-07-31,18892.639
2016-08-31,18958.931826086955
2016-09-30,19023.086173913045
2016-10-31,19089.379
2016-11-30,19151.565413043478
2016-12-31,19215.82470652174
2017-01-31,19280.084
2017-02-28,19329.967730337077
2017-03-31,19385.196146067414
2017-04-30,19438.643
2017-05-31,19524.213782608695
2017-06-30,19607.024217391307
2017-07-31,19692.595
2017-08-31,19808.674163043477
2017-09-30,19921.008836956524
2017-10-31,20037.088
2017-11-30,20132.13093478261
2017-12-31,20230.341967391305
2018-01-31,20328.553
2018-02-28,20407.94684269663
2018-03-31,20495.847168539327
2018-04-30,20580.912
2018-05-31,20654.307195652174
2018-06-30,20725.334804347825
2018-07-31,20798.73
2018-08-31,20838.873989130432
2018-09-30,20877.723010869566
2018-10-31,20917.867
2018-11-30,20981.040804347824
2018-12-31,21046.32040217391
2019-01-31,21111.6
2019-02-28,21201.68386516854
2019-03-31,21301.419573033705
2019-04-30,21397.938
2019-05-31,21505.505641304346
2019-06-30,21609.60335869565
2019-07-31,21717.171
2019-08-31,21789.96910869565
2019-09-30,21860.418891304347
2019-10-31,21933.217
2019-11-30,21866.18656521739
2019-12-31,21796.921782608697
2020-01-31,21727.657
2020-02-29,21150.166144444443
2020-03-31,20532.84833333333
2020-04-30,19935.444
2020-05-31,20524.817010869563
2020-06-30,21095.177989130436
2020-07-31,21684.551
2020-08-31,21814.015086956522
2020-09-30,21939.302913043477
2020-10-31,22068.767
2020-11-30,22260.514608695652
2020-12-31,22458.65380434783
2021-01-31,22656.793
2021-02-28,22880.814393258428
2021-03-31,23128.838078651686
2021-04-30,23368.861
2021-05-31,23555.241760869565
2021-06-30,23735.610239130438
2021-07-31,23921.991
2021-08-31,24210.10466304348
2021-09-30,24488.924336956523
2021-10-31,24777.038
2021-11-30,24920.01180434783
2021-12-31,25067.751402173915
2022-01-31,25215.491
2022-02-28,25401.203359550564
2022-03-31,25606.813471910114
2022-04-30,25805.791
2022-05-31,25962.886869565216
2022-06-30,26114.915130434783
2022-07-31,26272.011
2022-08-31,26427.77454347826
2022-09-30,26578.513456521738
2022-10-31,26734.277
2022-11-30,26874.521130434783
2022-12-31,27019.44006521739
2023-01-31,27164.359
2023-02-28,27255.423808988762
2023-03-31,27356.24556179775
2023-04-30,27453.815
2023-05-31,27626.970891304347
2023-06-30,27794.541108695652
2023-07-31,27967.697
2023-08-31,28078.646673913045
2023-09-30,28186.017326086956
2023-10-31,28296.967
2023-11-30,28403.630695652173
2023-12-31,28513.849847826088
2024-01-31,28624.069
2024-02-29,28750.587944444444
2024-03-31,28885.832333333332
2024-04-30,29016.714
2024-05-31,29137.411826086958
2024-06-30,29254.216173913042
2024-07-31,29374.914
